,collision,speed,ik,object collision,velocity
1151,0,0,0,0,0
1152,0,0,0,0,0
1153,0,0,0,4,1
1154,0,0,0,0,0
1155,0,0,0,1,0
1156,0,0,0,0,0
1157,0,0,0,0,0
1158,0,0,0,0,0
1159,0,0,0,0,0
1160,0,0,0,0,0
1161,0,0,0,0,0
1162,0,0,0,0,0
1163,0,0,0,0,0
1164,0,0,0,0,0
1165,0,0,0,0,0
1166,1,0,0,25,26
1167,0,0,0,0,0
1168,0,0,0,0,0
1169,0,0,0,0,0
1170,2,0,0,0,2
1171,0,0,0,0,0
1172,0,0,0,0,0
1173,0,0,0,0,0
1174,0,0,0,54,45
1175,0,0,0,0,0
1176,0,0,0,0,0
1177,0,0,0,0,0
1178,0,0,0,0,0
1179,2,0,0,25,21
1180,0,0,0,13,0
1181,0,0,0,0,0
1182,0,0,0,1,0
1183,0,0,0,0,0
1184,0,0,0,0,0
1185,0,0,0,0,0
1186,0,0,0,0,0
1187,0,0,0,0,0
1188,0,0,0,0,0
1189,1,0,0,0,1
1190,0,0,0,0,0
1191,0,0,0,1,0
1192,0,0,0,0,0
1193,0,0,0,0,0
1194,0,0,0,0,0
1195,0,0,0,0,0
1196,1,0,0,0,0
1197,0,0,0,4,4
1198,0,0,0,0,0
1199,0,0,0,0,0
1200,0,0,0,0,0
1201,0,0,0,0,0
1202,0,0,0,0,0
1203,0,0,0,0,0
1204,0,0,0,3,2
1205,0,0,0,0,0
1206,0,0,0,0,0
1207,0,0,0,0,0
1208,0,0,0,0,0
1209,0,0,0,0,0
1210,0,0,0,0,0
1211,0,0,0,0,0
1212,0,0,0,1,0
1213,0,0,0,0,0
1214,0,0,0,0,0
1215,0,0,0,0,0
1216,0,0,0,10,9
1217,0,0,0,0,0
1218,0,1,0,2,1
1219,0,0,0,0,0
1220,1,0,0,1,0
1221,0,0,0,0,0
1222,1,0,0,0,1
1223,0,0,0,2,1
1224,1,0,0,61,57
1225,0,0,0,0,0
1226,0,0,0,0,0
1227,0,0,0,0,0
1228,0,0,0,0,0
1229,0,0,0,0,0
1230,0,0,0,0,0
1231,0,0,0,0,0
1232,0,0,0,0,0
1233,0,0,0,2,0
1234,0,0,0,0,0
1235,0,0,0,0,0
1236,0,0,0,0,0
1237,2,0,0,0,0
1238,0,0,0,1,0
1239,0,0,0,0,0
1240,0,0,0,0,0
1241,0,0,0,0,0
1242,0,0,0,0,0
1243,0,0,0,0,0
1244,0,0,0,0,0
1245,0,0,0,0,0
1246,0,0,0,0,0
1247,0,0,0,39,10
1248,0,0,0,7,4
1249,0,0,0,0,0
1250,0,0,0,0,0
1251,0,0,0,0,0
1252,0,0,0,0,0
1253,0,0,0,0,0
1254,0,0,0,32,13
1255,0,0,0,1,0
1256,0,0,0,0,0
1257,0,0,0,0,0
1258,0,0,0,0,0
1259,0,0,0,0,0
1260,0,0,0,0,0
1261,0,0,0,2,1
1262,0,0,0,0,0
1263,2,0,0,0,2
1264,0,0,0,0,0
1265,0,0,0,0,0
1266,0,0,0,2,0
1267,0,0,0,0,0
1268,0,0,0,0,0
1269,0,0,0,0,0
1270,0,0,0,0,0
1271,0,0,0,0,0
1272,0,0,0,0,0
1273,0,0,0,0,0
1274,0,1,0,24,24
1275,0,0,0,0,0
1276,0,0,0,0,0
1277,0,0,0,0,0
1278,0,0,0,0,0
1279,0,0,0,0,0
1280,0,0,0,1,1
1281,0,0,0,31,26
1282,0,0,0,0,0
1283,0,0,0,9,0
1284,1,0,0,42,32
1285,0,0,0,0,0
1286,1,0,0,0,1
1287,0,0,0,47,33
1288,0,0,0,0,0
1289,0,1,0,14,14
1290,0,0,0,72,43
1291,0,0,0,0,0
1292,0,0,0,0,0
1293,0,0,0,65,61
1294,0,0,0,0,0
1295,0,0,0,0,0
1296,0,0,0,0,0
1297,0,0,0,0,0
1298,0,0,0,0,0
1299,0,0,0,0,0
1300,0,0,0,0,0
1301,0,0,0,45,31
1302,0,0,0,0,0
1303,0,0,0,0,0
1304,0,0,0,0,0
1305,0,0,0,0,0
1306,0,0,0,0,0
1307,0,0,0,0,0
1308,0,0,0,0,0
1309,0,0,0,0,0
1310,0,0,0,0,0
1311,0,0,0,0,0
1312,0,0,0,0,0
1313,0,0,0,0,0
1314,0,0,0,0,0
1315,0,0,0,6,2
1316,0,0,0,0,0
1317,0,0,0,0,0
1318,0,0,0,0,0
1319,0,0,0,0,0
1320,0,0,0,0,0
1321,0,0,0,1,0
1322,0,0,0,0,0
1323,0,0,0,0,0
1324,0,0,0,0,0
1325,0,0,0,0,0
1326,0,0,0,0,0
1327,0,0,0,0,0
1328,0,0,0,1,0
1329,0,0,0,0,0
1330,0,0,0,0,0
1331,0,0,0,0,0
1332,0,0,0,0,0
1333,0,0,0,0,0
1334,0,0,0,0,0
1335,0,0,0,0,0
1336,0,0,0,0,0
1337,0,0,0,0,0
1338,0,0,0,0,0
1339,0,0,0,0,0
1340,0,0,0,0,0
1341,0,0,0,0,0
1342,1,0,0,22,21
1343,0,0,0,0,0
1344,0,0,0,0,0
1345,0,0,0,0,0
1346,0,0,0,0,0
1347,0,0,0,0,0
1348,0,0,0,0,0
1349,0,0,0,0,0
1350,0,3,0,24,16
1351,0,0,0,0,0
1352,0,0,0,0,0
1353,0,0,0,0,0
1354,0,0,0,47,42
1355,0,0,0,0,0
1356,0,0,0,0,0
1357,0,0,0,0,0
1358,0,0,0,0,0
1359,1,0,0,0,1
1360,0,0,0,0,0
1361,0,0,0,34,26
1362,0,0,0,0,0
1363,0,0,0,0,0
1364,0,0,0,0,0
1365,0,0,0,0,0
1366,0,2,0,33,30
1367,0,0,0,0,0
1368,0,0,0,0,0
1369,0,0,0,3,0
1370,0,0,0,0,0
1371,0,0,0,0,0
1372,0,0,0,0,0
1373,0,0,0,0,0
1374,0,0,0,0,0
1375,0,0,0,0,0
1376,0,0,0,0,0
1377,0,0,0,0,0
1378,0,0,0,0,0
1379,1,0,0,0,0
1380,0,0,0,0,0
1381,0,0,0,41,33
1382,0,0,0,28,0
1383,0,0,0,0,0
1384,0,0,0,0,0
1385,0,0,0,18,12
1386,0,0,0,0,0
1387,0,0,0,0,0
1388,0,0,0,0,0
1389,0,0,0,19,18
1390,0,0,0,0,0
1391,0,0,0,0,0
1392,0,0,0,0,0
1393,0,0,0,0,0
1394,0,0,0,0,0
1395,0,0,0,0,0
1396,0,0,0,0,0
1397,0,0,0,0,0
1398,0,0,0,0,0
1399,2,0,0,0,2
1400,1,0,0,0,1
1401,0,0,0,0,0
1402,0,0,0,0,0
1403,0,0,0,20,19
1404,0,0,0,0,0
1405,0,0,0,0,0
1406,0,0,0,0,0
1407,0,0,0,1,1
1408,0,0,0,0,0
1409,0,0,0,0,0
1410,0,0,0,0,0
1411,0,0,0,0,0
1412,0,0,0,0,0
1413,0,0,0,1,0
1414,0,0,0,0,0
1415,0,0,0,60,54
1416,0,0,0,14,0
1417,0,0,0,0,0
1418,0,0,0,0,0
1419,0,0,0,0,0
1420,0,0,0,0,0
1421,0,4,0,23,19
1422,0,0,0,0,0
1423,0,0,0,72,1
1424,0,0,0,0,0
1425,0,0,0,0,0
1426,0,0,0,0,0
1427,0,0,0,1,0
1428,0,0,0,11,9
1429,1,0,0,0,1
1430,0,0,0,0,0
1431,0,0,0,14,4
1432,0,0,0,0,0
1433,0,0,0,0,0
1434,0,0,0,0,0
1435,0,0,0,0,0
1436,0,0,0,0,0
1437,0,0,0,2,0
1438,0,0,0,0,0
1439,0,0,0,0,0
1440,0,0,0,0,0
1441,0,0,0,1,0
1442,0,0,0,0,0
1443,0,0,0,0,0
1444,2,0,0,0,2
1445,0,0,0,9,8
1446,0,0,0,0,0
1447,0,0,0,0,0
1448,0,0,0,0,0
1449,0,0,0,3,0
1450,0,0,0,10,9
1451,0,0,0,0,0
1452,0,0,0,0,0
1453,0,0,0,0,0
1454,0,0,0,0,0
1455,1,0,0,5,6
1456,0,0,0,0,0
1457,0,0,0,0,0
1458,0,0,0,20,16
1459,0,0,0,0,0
1460,0,0,0,0,0
1461,0,0,0,0,0
1462,1,0,0,0,1
1463,0,0,0,2,0
1464,0,0,0,0,0
1465,0,0,0,0,0
1466,0,0,0,0,0
1467,1,0,0,26,26
1468,1,0,0,0,1
1469,0,0,0,0,0
1470,0,0,0,0,0
1471,0,0,0,42,33
1472,0,0,0,11,1
1473,0,0,0,6,4
1474,0,0,0,1,0
1475,0,0,0,0,0
1476,0,0,0,96,55
1477,0,0,0,1,0
1478,1,0,0,0,1
1479,2,0,0,1,3
1480,0,0,0,4,3
1481,0,0,0,19,4
1482,0,3,0,15,15
1483,0,0,0,25,21
1484,1,0,0,0,1
1485,0,0,0,0,0
1486,1,0,0,0,1
1487,0,0,0,0,0
1488,0,0,0,11,10
1489,0,0,0,0,0
1490,0,0,0,0,0
1491,0,0,0,86,36
1492,0,0,0,11,9
1493,0,0,0,0,0
1494,0,0,0,0,0
1495,0,0,0,0,0
1496,0,0,0,0,0
1497,0,0,0,0,0
1498,1,0,0,0,1
1499,0,0,0,0,0
1500,0,0,0,4,0
1501,0,0,0,3,2
1502,0,0,0,14,13
1503,0,0,0,20,5
1504,0,0,0,13,12
1505,1,0,0,0,1
1506,0,0,0,0,0
1507,0,0,0,30,3
1508,1,0,0,0,1
1509,0,0,0,0,0
1510,0,0,0,12,1
1511,0,0,0,49,30
1512,1,0,0,0,1
1513,0,0,0,0,0
1514,0,0,0,0,0
1515,0,0,0,7,4
1516,0,0,0,0,0
1517,0,0,0,0,0
1518,0,0,0,1,0
1519,0,0,0,0,0
1520,0,0,0,0,0
1521,0,0,0,0,0
1522,0,0,0,0,0
1523,0,0,0,0,0
1524,1,0,0,0,1
1525,1,0,0,0,1
1526,0,0,0,0,0
1527,0,0,0,0,0
1528,1,0,0,0,1
1529,2,0,0,0,2
1530,0,0,0,3,2
1531,0,0,0,0,0
1532,1,0,0,0,1
1533,0,0,0,51,1
1534,0,0,0,5,5
1535,0,0,0,0,0
1536,0,0,0,66,19
1537,0,0,0,0,0
1538,1,0,0,5,3
1539,0,0,0,10,8
1540,1,0,0,0,1
1541,0,0,0,42,17
1542,0,0,0,76,0
1543,1,0,0,0,1
1544,0,0,0,9,8
1545,0,0,0,0,0
1546,0,0,0,0,0
1547,0,0,0,121,12
1548,0,0,0,2,0
1549,0,0,0,1,0
1550,1,0,0,7,7
1551,0,0,0,0,0
1552,0,0,0,0,0
1553,0,0,0,1,0
1554,0,0,0,0,0
1555,0,0,0,0,0
1556,0,0,0,10,6
1557,0,0,0,5,2
1558,0,0,0,0,0
1559,0,0,0,71,20
1560,0,0,0,11,9
1561,0,0,0,0,0
1562,1,0,0,0,1
1563,0,0,0,0,0
1564,1,0,0,0,1
1565,0,0,0,79,1
1566,0,0,0,2,0
1567,0,0,0,0,0
1568,1,0,0,5,5
1569,0,0,0,35,18
1570,0,0,0,1,1
1571,0,0,0,0,0
1572,0,0,0,1,0
1573,0,0,0,0,0
1574,0,0,0,0,0
1575,0,0,0,1,1
1576,0,0,0,0,0
1577,1,0,0,0,0
1578,0,0,0,30,30
1579,0,0,0,0,0
1580,0,0,0,101,87
1581,2,0,0,0,2
1582,2,0,0,0,2
1583,2,1,0,3,5
1584,0,0,0,21,9
1585,0,0,0,0,0
1586,1,0,0,0,1
1587,0,0,0,10,3
1588,1,0,0,22,19
1589,0,0,0,0,0
1590,0,0,0,0,0
1591,0,0,0,28,25
1592,0,0,0,7,2
1593,0,0,0,28,25
1594,0,0,0,0,0
1595,0,0,0,21,14
1596,0,0,0,27,6
1597,0,0,0,0,0
1598,0,0,0,0,0
1599,0,0,0,0,0
1600,0,0,0,0,0
1601,0,0,0,0,0
1602,1,0,0,0,1
1603,1,0,0,0,1
1604,2,0,0,0,1
1605,0,0,0,0,0
1606,2,0,0,0,2
1607,0,0,0,0,0
1608,1,0,0,0,1
1609,0,0,0,0,0
1610,0,0,0,0,0
1611,0,0,0,2,0
1612,0,0,0,77,13
1613,0,0,0,26,10
1614,0,1,0,11,8
1615,0,0,0,0,0
1616,0,0,0,0,0
1617,0,0,0,1,0
1618,2,0,0,1,2
1619,0,0,0,16,14
1620,1,0,0,13,13
1621,0,0,0,47,19
1622,0,0,0,0,0
1623,0,0,0,0,0
1624,1,0,0,10,9
1625,0,0,0,0,0
1626,0,0,0,24,23
1627,0,0,0,2,1
1628,0,0,0,0,0
1629,0,0,0,45,22
1630,1,0,0,3,3
1631,1,0,0,1,1
1632,0,0,0,21,10
1633,0,0,0,0,0
1634,2,0,0,9,7
1635,0,0,0,0,0
1636,0,0,0,0,0
1637,1,0,0,0,1
1638,0,0,0,26,22
1639,0,0,0,5,2
1640,0,0,0,20,14
1641,0,0,0,0,0
1642,0,0,0,55,17
1643,0,0,0,10,5
1644,0,0,0,7,2
1645,0,0,0,0,0
1646,0,0,0,32,3
1647,0,0,0,1,1
1648,0,0,0,2,1
1649,0,0,0,15,7
1650,0,0,0,0,0
1651,0,0,0,0,0
1652,1,0,0,0,0
1653,0,0,0,0,0
1654,0,1,0,23,21
1655,0,0,0,30,27
1656,0,0,0,0,0
1657,0,0,0,0,0
1658,0,0,0,32,31
1659,0,0,0,0,0
1660,0,0,0,36,25
1661,0,0,0,90,10
1662,0,0,0,86,13
1663,0,0,0,10,10
1664,0,0,0,17,15
1665,0,0,0,20,19
1666,0,0,0,89,23
1667,0,0,0,3,2
1668,0,0,0,0,0
1669,0,0,0,0,0
1670,0,0,0,38,19
1671,1,0,0,0,1
1672,0,0,0,0,0
1673,0,0,0,78,9
1674,0,0,0,0,0
1675,0,0,0,0,0
1676,0,0,0,82,22
1677,0,0,0,0,0
1678,0,0,0,28,16
1679,0,3,0,2,1
1680,0,0,0,10,8
1681,1,0,0,2,3
1682,0,0,0,23,19
1683,1,0,0,0,1
1684,0,0,0,0,0
1685,0,0,0,0,0
1686,0,0,0,0,0
1687,0,0,0,0,0
1688,0,0,0,0,0
1689,0,0,0,8,7
1690,1,0,0,3,3
1691,0,0,0,0,0
1692,1,0,0,0,1
1693,0,0,0,29,0
1694,0,0,0,0,0
1695,0,0,0,64,21
1696,0,0,0,0,0
1697,0,0,0,48,6
1698,0,0,0,1,0
1699,0,0,0,0,0
1700,0,0,0,0,0
1701,0,0,0,5,5
1702,0,0,0,2,1
1703,1,0,0,0,1
1704,0,0,0,27,19
1705,0,0,0,0,0
1706,0,0,0,9,8
1707,0,0,0,1,1
1708,0,0,0,0,0
1709,0,0,0,46,40
1710,0,0,0,27,3
1711,0,0,0,2,2
1712,0,0,0,65,30
1713,0,0,0,0,0
1714,0,0,0,0,0
1715,0,0,0,30,20
1716,0,0,0,5,5
1717,0,0,0,0,0
1718,0,0,0,28,25
1719,0,0,0,59,23
1720,0,0,0,0,0
1721,0,0,0,9,8
1722,0,0,0,0,0
1723,0,0,0,20,13
1724,0,0,0,53,27
1725,0,0,0,0,0
1726,0,0,0,0,0
1727,0,0,0,0,0
1728,0,4,0,10,8
1729,0,0,0,0,0
1730,0,0,0,0,0
1731,1,0,0,65,18
1732,0,0,0,0,0
1733,0,0,0,0,0
1734,0,0,0,10,1
1735,0,0,0,12,9
1736,0,0,0,1,1
1737,0,0,0,59,41
1738,0,0,0,0,0
1739,0,0,0,23,21
1740,0,0,0,59,36
1741,0,0,0,0,0
1742,0,0,0,0,0
1743,0,0,0,0,0
1744,0,0,0,6,5
1745,0,0,0,0,0
1746,0,0,0,60,19
1747,0,0,0,0,0
1748,0,0,0,0,0
1749,0,0,0,38,26
1750,0,0,0,33,28
1751,0,0,0,0,0
1752,0,0,0,0,0
1753,0,0,0,0,0
1754,0,0,0,0,0
1755,0,0,0,0,0
1756,0,0,0,1,1
1757,0,0,0,0,0
1758,0,0,0,0,0
1759,0,0,0,27,22
1760,0,0,0,36,22
1761,2,0,0,69,25
1762,0,0,0,14,13
1763,0,0,0,0,0
1764,0,0,0,16,7
1765,0,0,0,0,0
1766,0,0,0,0,0
1767,0,0,0,0,0
1768,0,0,0,0,0
1769,0,0,0,0,0
1770,0,1,0,24,22
1771,0,0,0,27,10
1772,0,0,0,108,97
1773,0,0,0,50,22
1774,0,0,0,24,11
1775,0,0,0,34,28
1776,0,0,0,0,0
1777,0,0,0,0,0
1778,0,0,0,0,0
1779,0,0,0,25,22
1780,0,0,0,10,9
1781,0,0,0,66,29
1782,0,0,0,11,11
1783,0,0,0,0,0
1784,0,0,0,0,0
1785,0,0,0,0,0
1786,1,0,0,12,10
1787,0,0,0,13,10
1788,0,0,0,0,0
1789,0,0,0,0,0
1790,0,0,0,0,0
1791,0,0,0,2,0
1792,0,0,0,27,22
1793,0,0,0,4,2
1794,0,0,0,2,1
1795,0,0,0,9,8
1796,0,0,0,0,0
1797,0,0,0,2,1
1798,0,0,0,3,3
1799,0,0,0,0,0
1800,0,0,0,0,0
1801,0,0,0,0,0
1802,0,0,0,11,5
1803,0,0,0,0,0
1804,0,0,0,3,1
1805,2,0,0,49,27
1806,0,0,0,16,7
1807,0,0,0,0,0
1808,0,0,0,0,0
1809,0,0,0,0,0
1810,0,0,0,0,0
1811,0,0,0,37,32
1812,0,0,0,6,4
1813,0,0,0,0,0
1814,0,0,0,0,0
1815,0,0,0,28,25
1816,0,0,0,44,26
1817,0,0,0,33,13
1818,0,3,0,9,9
1819,0,0,0,0,0
1820,0,0,0,0,0
1821,0,0,0,0,0
1822,0,0,0,61,8
1823,0,0,0,0,0
1824,0,1,0,15,14
1825,0,0,0,1,1
1826,0,0,0,0,0
1827,0,0,0,1,0
1828,0,0,0,13,12
1829,0,0,0,10,7
1830,0,0,0,1,1
1831,0,0,0,39,7
1832,0,0,0,12,12
1833,0,0,0,11,6
1834,0,0,0,0,0
1835,0,0,0,0,0
1836,0,0,0,63,55
1837,0,0,0,2,1
1838,0,0,0,0,0
1839,0,0,0,0,0
1840,0,0,0,2,2
1841,0,0,0,0,0
1842,0,0,0,5,5
1843,0,0,0,10,8
1844,0,0,0,7,5
1845,0,0,0,11,11
1846,0,1,0,11,9
1847,0,0,0,61,26
1848,0,0,0,0,0
1849,0,0,0,10,10
1850,0,0,0,0,0
1851,0,0,0,80,30
1852,0,0,0,35,33
1853,0,0,0,7,7
1854,0,0,0,0,0
1855,0,0,0,2,2
1856,0,0,0,81,44
1857,0,0,0,9,6
1858,0,0,0,11,9
1859,0,0,0,20,18
1860,0,0,0,12,10
1861,0,0,0,42,23
1862,0,0,0,0,0
1863,0,0,0,18,9
1864,0,1,0,3,3
1865,0,1,0,16,13
1866,0,0,0,18,15
1867,0,0,0,0,0
1868,0,0,0,12,11
1869,0,0,0,42,31
1870,0,0,0,4,3
1871,0,0,0,3,3
1872,0,0,0,10,7
1873,0,0,0,0,0
1874,0,0,0,0,0
1875,0,0,0,0,0
1876,0,0,0,11,9
1877,0,0,0,20,10
1878,0,0,0,0,0
1879,0,0,0,14,12
1880,0,0,0,52,26
1881,0,0,0,10,9
1882,0,0,0,0,0
1883,0,0,0,0,0
1884,0,0,0,0,0
1885,0,0,0,14,14
1886,0,0,0,9,7
1887,0,0,0,0,0
1888,0,0,0,0,0
1889,0,0,0,52,45
1890,0,0,0,13,12
1891,0,0,0,9,8
1892,0,0,0,0,0
1893,0,0,0,19,15
1894,0,0,0,0,0
1895,0,0,0,8,7
1896,0,0,0,2,2
1897,0,0,0,0,0
1898,0,0,0,18,15
1899,0,0,0,5,1
1900,0,0,0,23,23
1901,0,0,0,24,22
1902,0,0,0,14,10
1903,0,0,0,4,4
1904,0,0,0,15,15
1905,0,0,0,0,0
1906,0,0,0,0,0
1907,0,0,0,28,23
1908,0,0,0,12,12
1909,0,0,0,0,0
1910,0,0,0,3,2
1911,0,0,0,0,0
1912,0,0,0,7,7
1913,0,0,0,28,20
1914,0,0,0,29,12
1915,0,0,0,29,27
1916,0,0,0,0,0
1917,0,0,0,0,0
1918,0,0,0,1,1
1919,0,0,0,33,28
1920,0,0,0,2,2
1921,0,0,0,0,0
1922,0,2,0,9,5
1923,0,0,0,57,38
1924,0,0,0,6,4
1925,0,0,0,30,29
1926,0,0,0,6,5
1927,0,0,0,1,1
1928,0,0,0,9,7
1929,0,0,0,0,0
1930,0,0,0,0,0
1931,0,0,0,19,7
1932,0,0,0,46,35
1933,0,0,0,0,0
1934,0,0,0,0,0
1935,0,0,0,13,9
1936,0,0,0,19,17
1937,0,0,0,0,0
1938,0,0,0,0,0
1939,0,0,0,0,0
1940,0,0,0,12,9
1941,0,0,0,5,4
1942,0,0,0,17,17
1943,0,0,0,11,10
1944,0,0,0,36,22
1945,0,0,0,9,8
1946,0,0,0,6,5
1947,0,0,0,2,1
1948,0,0,0,10,10
1949,0,0,0,8,8
1950,0,0,0,14,14
1951,0,0,0,21,18
1952,0,0,0,0,0
1953,0,0,0,0,0
1954,0,0,0,0,0
1955,0,0,0,0,0
1956,0,0,0,0,0
1957,0,0,0,0,0
1958,0,0,0,8,5
1959,0,0,0,14,7
1960,0,0,0,30,28
1961,0,0,0,11,10
1962,0,0,0,2,0
1963,0,0,0,0,0
1964,0,0,0,25,22
1965,0,0,0,9,9
1966,0,0,0,0,0
1967,0,1,0,21,20
1968,0,0,0,5,5
1969,0,0,0,16,13
1970,0,4,0,2,1
1971,0,0,0,18,13
1972,0,0,0,0,0
1973,0,0,0,38,26
1974,0,0,0,0,0
1975,0,0,0,4,4
1976,0,0,0,0,0
1977,0,0,0,0,0
1978,0,0,0,3,2
1979,0,0,0,0,0
1980,0,0,0,0,0
1981,0,0,0,16,14
1982,0,0,0,17,14
1983,0,0,0,26,19
1984,0,0,0,0,0
1985,0,0,0,23,15
1986,0,0,0,0,0
1987,0,0,0,0,0
1988,0,0,0,65,21
1989,0,0,0,17,15
1990,0,0,0,0,0
1991,0,0,0,36,24
1992,0,0,0,3,2
1993,0,0,0,26,23
1994,0,0,0,9,8
1995,0,0,0,0,0
1996,0,0,0,5,5
1997,0,0,0,10,10
1998,0,0,0,11,6
1999,0,0,0,0,0
2000,0,0,0,1,1
2001,0,0,0,31,26
2002,0,0,0,0,0
2003,0,0,0,0,0
2004,0,0,0,4,4
2005,0,0,0,40,33
2006,0,0,0,14,12
2007,0,0,0,39,36
2008,0,0,0,39,37
2009,0,0,0,25,22
2010,0,0,0,1,0
2011,0,0,0,0,0
2012,0,0,0,11,11
2013,0,0,0,14,13
2014,0,0,0,35,31
2015,0,0,0,1,1
2016,0,0,0,0,0
2017,1,0,0,24,17
2018,0,0,0,8,2
2019,0,0,0,1,1
2020,0,0,0,0,0
2021,0,0,0,10,4
2022,0,0,0,0,0
2023,0,0,0,0,0
2024,0,0,0,0,0
2025,0,0,0,42,34
2026,0,0,0,0,0
2027,0,0,0,0,0
2028,0,0,0,32,30
2029,0,0,0,29,27
2030,0,0,0,21,17
2031,0,0,0,11,11
2032,0,0,0,0,0
2033,0,0,0,0,0
2034,0,0,0,4,2
2035,0,0,0,0,0
2036,0,0,0,30,28
2037,0,0,0,21,19
2038,0,0,0,0,0
2039,0,0,0,4,3
2040,0,0,0,6,6
2041,0,0,0,32,30
2042,0,0,0,4,3
2043,0,0,0,0,0
2044,0,0,0,0,0
2045,0,0,0,0,0
2046,0,0,0,0,0
2047,0,0,0,21,20
2048,0,0,0,0,0
2049,0,0,0,13,9
2050,0,0,0,8,6
2051,0,0,0,0,0
2052,0,0,0,2,2
2053,0,0,0,47,43
2054,0,0,0,0,0
2055,0,0,0,0,0
2056,0,0,0,0,0
2057,0,0,0,6,6
2058,0,0,0,1,1
2059,0,0,0,0,0
2060,0,0,0,17,15
2061,0,0,0,17,17
2062,0,0,0,18,10
2063,0,0,0,53,9
2064,0,0,0,0,0
2065,0,0,0,0,0
2066,0,0,0,4,4
2067,0,0,0,26,22
2068,0,0,0,3,2
2069,0,0,0,33,19
2070,0,0,0,8,8
2071,0,0,0,12,12
2072,0,0,0,0,0
2073,0,0,0,2,2
2074,0,0,0,4,2
2075,0,0,0,0,0
2076,0,0,0,0,0
2077,0,0,0,21,18
2078,0,0,0,0,0
2079,0,0,0,6,6
2080,0,0,0,19,11
2081,0,0,0,49,35
2082,0,0,0,33,31
2083,0,0,0,7,6
2084,0,0,0,6,6
2085,0,0,0,17,1
2086,0,0,0,37,35
2087,0,0,0,6,5
2088,1,0,0,0,1
2089,0,0,0,0,0
2090,0,0,0,4,4
2091,0,0,0,29,27
2092,0,0,0,31,29
2093,0,0,0,39,30
2094,0,0,0,32,17
2095,0,0,0,0,0
2096,0,0,0,16,14
2097,0,0,0,63,39
2098,0,0,0,1,1
2099,0,0,0,0,0
2100,0,0,0,1,1
2101,0,0,0,7,6
2102,0,0,0,0,0
2103,0,0,0,0,0
2104,0,0,0,32,17
2105,0,0,0,0,0
2106,0,0,0,29,22
2107,0,0,0,1,1
2108,0,0,0,0,0
2109,0,0,0,0,0
2110,0,0,0,1,0
2111,0,1,0,13,11
2112,0,0,0,0,0
2113,0,0,0,4,4
2114,0,0,0,0,0
2115,0,0,0,0,0
2116,0,0,0,23,23
2117,0,0,0,0,0
2118,0,0,0,0,0
2119,0,0,0,8,5
2120,0,0,0,1,1
2121,0,0,0,0,0
2122,0,0,0,4,3
2123,0,0,0,0,0
2124,0,0,0,0,0
2125,0,0,0,13,7
2126,0,0,0,0,0
2127,0,0,0,6,5
2128,0,0,0,38,32
2129,0,0,0,25,23
2130,0,0,0,0,0
2131,0,0,0,6,5
2132,0,0,0,0,0
2133,0,0,0,20,18
2134,0,0,0,3,1
2135,0,0,0,4,4
2136,0,0,0,5,4
2137,0,0,0,32,10
2138,0,0,0,0,0
2139,0,0,0,5,3
2140,0,0,0,98,30
2141,0,0,0,34,20
2142,0,0,0,0,0
2143,0,0,0,0,0
2144,0,0,0,35,18
2145,0,0,0,6,5
2146,0,0,0,0,0
2147,0,0,0,3,3
2148,0,0,0,0,0
2149,0,0,0,43,33
2150,0,0,0,0,0
2151,0,0,0,0,0
2152,0,0,0,0,0
2153,0,0,0,0,0
2154,0,0,0,0,0
2155,0,0,0,0,0
2156,0,0,0,4,4
2157,0,0,0,26,20
2158,0,0,0,112,51
2159,0,0,0,0,0
2160,0,0,0,0,0
2161,0,0,0,12,10
2162,0,0,0,18,15
2163,0,0,0,2,0
2164,0,0,0,5,4
2165,0,0,0,1,1
2166,0,0,0,4,4
2167,0,0,0,21,17
2168,0,0,0,36,16
2169,0,0,0,0,0
2170,0,0,0,0,0
2171,0,0,0,31,29
2172,0,0,0,8,8
2173,0,0,0,0,0
2174,0,0,0,3,3
2175,0,0,0,0,0
2176,0,0,0,0,0
2177,1,0,0,0,1
2178,0,0,0,14,8
2179,0,0,0,18,16
2180,0,0,0,11,10
2181,0,0,0,11,8
2182,0,0,0,11,10
2183,0,0,0,15,9
2184,0,0,0,0,0
2185,0,0,0,29,18
2186,0,0,0,63,53
2187,0,0,0,16,11
2188,0,0,0,9,9
2189,0,0,0,3,2
2190,0,0,0,6,6
2191,0,0,0,11,9
2192,0,0,0,0,0
2193,0,0,0,16,15
2194,0,0,0,18,17
2195,0,0,0,7,2
2196,0,0,0,46,38
2197,0,0,0,0,0
2198,0,0,0,51,46
2199,0,0,0,0,0
2200,0,0,0,0,0
2201,0,0,0,8,6
2202,0,0,0,63,47
2203,0,0,0,39,29
2204,0,0,0,2,1
2205,0,0,0,10,5
2206,0,0,0,93,66
2207,0,0,0,20,17
2208,0,0,0,96,59
2209,0,0,0,15,15
2210,0,0,0,16,13
2211,0,0,0,46,38
2212,0,0,0,13,13
2213,0,0,0,1,0
2214,0,0,0,0,0
2215,0,0,0,0,0
2216,0,0,0,20,18
2217,0,0,0,17,16
2218,0,0,0,11,10
2219,0,1,0,14,13
2220,0,0,0,0,0
2221,0,0,0,7,6
2222,0,0,0,0,0
2223,0,0,0,23,20
2224,0,0,0,6,6
2225,0,0,0,14,13
